Concept	Form	Year	Register	Author	AuthorGender	Source	Text	sentiment	confidence	Sentiment_Neutral	Sentiment_Positive	Gender	ConceptPair
son	儿子	2002	NEWS	魏武	M	XIN	来人只得将来意和盘托出,请方工为儿子法外留情。	Negative	0.926764011383057	No	No	Male	Child
wife	妻子	2002	NEWS	魏武	M	XIN	听说要随获奖的丈夫到全国各地作巡回报告,妻子牛凤琴高兴极了。	Positive	0.984395265579224	No	Yes	Female	Spouse
husband	丈夫	2002	NEWS	魏武	M	XIN	听说要随获奖的丈夫到全国各地作巡回报告,妻子牛凤琴高兴极了。	Positive	0.859813392162323	No	Yes	Male	Spouse
husband	丈夫	2002	NEWS	魏武	M	XIN	她说,不是因为丈夫出名,而是因为终于盼到了可以和多年来相濡以沫的丈夫出外“旅游”的机会。	Positive	0.939419865608215	No	Yes	Male	Spouse
brother	兄弟	2002	NEWS	刘海民	M	XIN	举办者称,举办此届邀请赛的目的在于加强亚洲地区大学间的体育文化合作与交流,推动大学生篮球运动的开展,增进兄弟院校的友谊和了解,促进运动技术水平的共同提高。	Positive	0.998404443264008	No	Yes	Male	Sibling
son	儿子	2002	NEWS	金学耕	M	XIN	一位叫叶芙根尼娅・艾斯托娃的妇女宣读完请愿书后,含着泪水对记者说,她被扣为人质的18岁儿子,昨天曾给她打过电话,声音充满了恐惧。	Negative	0.573600351810455	No	No	Male	Child
wife	妻子	2002	NEWS	柴海亮	M	XIN	”他和妻子萨仁其木格带着4岁的女儿博日楞一起来看电影。	Positive	0.522775948047638	No	Yes	Female	Spouse
daughter	女儿	2002	NEWS	柴海亮	M	XIN	”他和妻子萨仁其木格带着4岁的女儿博日楞一起来看电影。	Neutral	0.87787002325058	Yes	NA	Female	Child
brother	兄弟	2002	NEWS	李强	M	XIN	里约集团“全力支持这个兄弟国家的立宪制度和通过民主选举当选的乌戈・查韦斯总统”。	Positive	0.977949261665344	No	Yes	Male	Sibling
brother	兄弟	2002	NEWS	刘海民	M	XIN	举办者称,举办此届邀请赛的目的在于加强亚洲地区大学间的体育文化合作与交流,推动大学生篮球运动的蓬勃开展,增进兄弟院校的友谊和了解,促进运动技术水平的共同提高。	Positive	0.998459935188294	No	Yes	Male	Sibling
man	男人	2002	NEWS	李珍玉	F	XIN	但男人们的参与热情出乎他的意料。	Positive	0.99502158164978	No	Yes	Male	Adult
man	男人	2002	NEWS	李珍玉	F	XIN	农闲时,男人们聚在村里的“人口学校”,他们不再把男性疾病与“桃色新闻”和“不洁之症”联系在一起。	Positive	0.527634263038635	No	Yes	Male	Adult
brother	兄弟	2002	NEWS	胡光耀	M	XIN	据报道,第一起枪击案发生在27日凌晨1时左右,两个兄弟在离开舞厅时饮弹身亡。	Negative	0.991716921329498	No	No	Male	Sibling
brother	兄弟	2002	NEWS	储国强	M	XIN	西安高新区内目前已有不少日资企业,如日本NEC、富士通、大金工业、兄弟工业等公司都在区内设立了合资或独资公司,效益普遍增长较快,不少公司都有增加投资和扩产计划。	Positive	0.979031026363373	No	Yes	Male	Sibling
wife	妻子	2002	NEWS	张国旺	M	XIN	此外,与广大官兵一起的还有他们的妻子。	Positive	0.979828059673309	No	Yes	Female	Spouse
wife	妻子	2002	NEWS	李强	M	XIN	在其别墅的卓上,发现了他分别写给他的母亲、妻子、房主和公共部(检察机构)的4封遗书。	Neutral	0.876687407493591	Yes	NA	Female	Spouse
mother	母亲	2002	NEWS	李强	M	XIN	在其别墅的卓上,发现了他分别写给他的母亲、妻子、房主和公共部(检察机构)的4封遗书。	Positive	0.881600916385651	No	Yes	Female	Parent
mother	母亲	2002	NEWS	侯耀其	M	XIN	抵达圣地亚哥的第一天,他除看望母亲外,还先后同被当地法庭宣布破产的科洛科洛俱乐部财产托管人萨菲及该队教练皮萨罗,并同他们进行了直接接触,商谈了他可能在2003年足球赛季加盟科洛科洛队的事宜。	Positive	0.931262969970703	No	Yes	Female	Parent
brother	兄弟	2002	NEWS	戴汉武	M	XIN	她说,30年来,两国像兄弟一样互相信任、互相支持、互相帮助。	Positive	0.998837411403656	No	Yes	Male	Sibling
mother	母亲	2002	NEWS	刘为民	M	XIN	据此间媒体7日报道,匈牙利日前发生一起家庭惨案:一位母亲用枪射击3名亲生儿女后饮弹自杀。	Negative	0.994324743747711	No	No	Female	Parent
daughter	女儿	2002	NEWS	刘为民	M	XIN	一名35岁的妇女在5日夜向熟睡中的15岁和14岁的2个女儿及9岁的儿子开枪,而后饮弹自杀。	Neutral	0.986596643924713	Yes	NA	Female	Child
son	儿子	2002	NEWS	刘为民	M	XIN	一名35岁的妇女在5日夜向熟睡中的15岁和14岁的2个女儿及9岁的儿子开枪,而后饮弹自杀。	Neutral	0.985646426677704	Yes	NA	Male	Child
husband	丈夫	2002	NEWS	刘为民	M	XIN	据警方提供的消息,这位妇女的丈夫6日凌晨发现了枪杀案后马上报警。	Neutral	0.651703536510468	Yes	NA	Male	Spouse
wife	妻子	2002	NEWS	刘为民	M	XIN	此前他曾收到妻子发来的一则手机短讯:“即使到了另一个世界我也要回来,我也要站在你和她的中间。	Positive	0.748671472072601	No	Yes	Female	Spouse
wife	妻子	2002	NEWS	刘为民	M	XIN	呈现在面前的是一幅触目惊心的场面:妻子和二女儿已经气绝身亡,大女儿和儿子头部中弹,生命垂危。	Negative	0.994791686534882	No	No	Female	Spouse
daughter	女儿	2002	NEWS	刘为民	M	XIN	呈现在面前的是一幅触目惊心的场面:妻子和二女儿已经气绝身亡,大女儿和儿子头部中弹,生命垂危。	Negative	0.969072759151459	No	No	Female	Child
son	儿子	2002	NEWS	刘为民	M	XIN	呈现在面前的是一幅触目惊心的场面:妻子和二女儿已经气绝身亡,大女儿和儿子头部中弹,生命垂危。	Negative	0.989391088485718	No	No	Male	Child
husband	丈夫	2002	NEWS	刘为民	M	XIN	警方目前已排除这位妇女的丈夫或他人作案的可能性。	Negative	0.559066951274872	No	No	Male	Spouse
wife	妻子	2002	NEWS	刘为民	M	XIN	8月初,一名41岁的教师用枕头将妻子和2个女儿捂死后卧轨自杀。	Neutral	0.579237580299377	Yes	NA	Female	Spouse
daughter	女儿	2002	NEWS	刘为民	M	XIN	8月初,一名41岁的教师用枕头将妻子和2个女儿捂死后卧轨自杀。	Neutral	0.958099007606506	Yes	NA	Female	Child
son	儿子	2002	NEWS	刘为民	M	XIN	9月,一名布达佩斯男子将12岁的儿子杀死后自己也在车轮下结束了生命。	Negative	0.883427858352661	No	No	Male	Child
brother	兄弟	2002	NEWS	陈斌华	M	XIN	两岸同胞是兄弟手足,正如江泽民在报告里所说的“没有人比我们更希望通过和平的方式解决台湾问题”。	Positive	0.983080267906189	No	Yes	Male	Sibling
father	父亲	2002	NEWS	郑建东	M	XIN	她1885年9月21日出生在古巴东部格拉玛省的一个小村庄里,其父亲是独立战争起义军的军士长。	Positive	0.848867833614349	No	Yes	Male	Parent
son	儿子	2002	NEWS	郑建东	M	XIN	据桑切斯90岁的大儿子和邻居介绍,桑切斯生性乐观,对自己能够经历三个世纪感到很高兴,她常说的一句话就是“我不害怕最后一天的到来,因为死亡是很正常的事情”。	Positive	0.826834738254547	No	Yes	Male	Child
sister	姐姐	2002	NEWS	刘海民	M	XIN	幼年的他常和姐姐一道去青岛水族馆玩,在那里他看中了一只动物标本上的牙齿,认定那是一颗英国没有的“龙牙”,下决心要将这颗“宝物”弄到手。	Positive	0.82760751247406	No	Yes	Female	Sibling
father	父亲	2002	NEWS	刘海民	M	XIN	日子久了,那颗原本很坚固的“龙牙”松动了,在詹姆斯随父亲返回英国前,他终于从“龙”口中拔走了自己觊觎已久的“龙牙”。	Neutral	0.597723543643951	Yes	NA	Male	Parent
sister	姐姐	2002	NEWS	刘海民	M	XIN	姐姐去世前叮嘱他要将“龙牙”送回中国,他也发誓要让这颗中国的“宝物”物归其主。	Positive	0.933119773864746	No	Yes	Female	Sibling
mother	母亲	2002	NEWS	韩建军	M	XIN	沉浸在巨大伤感中的济科满脸憔悴,他在东京成田机场临行前表示,父亲和哥哥过世的时候自己都在身边,母亲的去世让他心乱如麻,只有回去才有可能安抚他内心的悲痛。	Negative	0.92212975025177	No	No	Female	Parent
father	父亲	2002	NEWS	韩建军	M	XIN	沉浸在巨大伤感中的济科满脸憔悴,他在东京成田机场临行前表示,父亲和哥哥过世的时候自己都在身边,母亲的去世让他心乱如麻,只有回去才有可能安抚他内心的悲痛。	Negative	0.732019245624542	No	No	Male	Parent
brother	哥哥	2002	NEWS	韩建军	M	XIN	沉浸在巨大伤感中的济科满脸憔悴,他在东京成田机场临行前表示,父亲和哥哥过世的时候自己都在身边,母亲的去世让他心乱如麻,只有回去才有可能安抚他内心的悲痛。	Negative	0.650961220264435	No	No	Male	Sibling
mother	母亲	2002	NEWS	韩建军	M	XIN	母亲的去世让我万分伤心,我必须马上回到家中。	Negative	0.973228991031647	No	No	Female	Parent
mother	母亲	2002	NEWS	韩建军	M	XIN	他说他计划在料理完母亲的丧事后,于27日返回日本。	Negative	0.736437141895294	No	No	Female	Parent
mother	母亲	2002	NEWS	韩建军	M	XIN	济科的母亲科姆布拉于当地时间星期六在巴西里约热内卢一家医院去世,享年83岁。	Negative	0.922790110111237	No	No	Female	Parent
father	父亲	2002	NEWS	刘海峰	M	XIN	五岁时,父亲带他路过一个文物摊,郝笛跑了过去,目不转睛,极有兴趣地摆弄着几个古钱币,一呆就是两个多小时。	Neutral	0.556993424892426	Yes	NA	Male	Parent
son	儿子	2002	NEWS	刘国强	M	XIN	十几名死者中包括1名妇女和她两个4岁左右的儿子。	Neutral	0.956718683242798	Yes	NA	Male	Child
wife	妻子	2002	NEWS	张国旺	M	XIN	但陪他参赛的妻子艾蒂达因在汽车内被发现藏有兴奋剂,被法国警方临时拘留,后又被关进监狱。	Negative	0.939676761627197	No	No	Female	Spouse
woman	女人	2002	NEWS	孙丽萍	F	XIN	一些曾发表于《收获》的文学精品也于今天结集出版,包括散文家余秋雨的《出走十五年》、小说家莫言的《司令的女人》、王安忆的《现代生活》、贾平凹的《高老庄》、余华的《我没有自己的名字》和苏童的《妻妾成群》。	Neutral	0.856653034687042	Yes	NA	Female	Adult
wife	妻子	2002	NEWS	孙丽萍	F	XIN	巴金深爱的妻子萧珊于1972年逝世,令他“痛不欲生”。	Positive	0.949400007724762	No	Yes	Female	Spouse
husband	丈夫	2002	NEWS	何德功	M	XIN	据《日本经济新闻》23日报道,今年10月上旬,这所大学的神野正雄副教授等人为丈夫感染艾滋病病毒的五组夫妇实施显微受精,三组妊娠成功,其中一组胚胎血液检查确认没有病毒,另外两组不久将查出结果。	Negative	0.592952013015747	No	No	Male	Spouse
husband	丈夫	2002	NEWS	何德功	M	XIN	因精子确实进入了卵子,所以成功率极高,适用于丈夫精子少而运动能力低下的夫妇。	Negative	0.73025918006897	No	No	Male	Spouse
brother	兄弟	2002	NEWS	陈斌华	M	XIN	十六大报告就此再次作出郑重呼吁,并提出“2300万台湾同胞是我们的手足兄弟,没有人比我们更希望通过和平的方式解决台湾问题”,表明我们在一如既往地为实现和平谈判进行不懈的努力。	Positive	0.96548581123352	No	Yes	Male	Sibling
mother	妈妈	2002	NEWS	饶雅洁	F	XIN	“妈妈,没有你的帮助,就不会有我们今天的幸福生活。	Positive	0.944133162498474	No	Yes	Female	Parent
wife	妻子	2002	NEWS	饶雅洁	F	XIN	”24岁的失足青年赵喜庆和新婚的妻子给女法官李兰梅捧上了一杯香甜的葡萄酒,这是他们的喜酒。	Neutral	0.503403306007385	Yes	NA	Female	Spouse
son	儿子	2002	NEWS	胡积康	M	XIN	据报道,今年初以来,佩伊拉诺及其三个儿子通过欺诈手段,先后把蒙得维的亚银行的3亿美元和巴拉圭德国银行的1亿美元非法转移,致使这两家银行关门停业,给有关客户和广大存款人造成巨大损失。	Negative	0.986816108226776	No	No	Male	Child
son	儿子	2002	NEWS	胡积康	M	XIN	事发后,直接参与金融欺诈案的佩伊拉诺的两个儿子已被司法部门捉拿归案,另一个儿子畏罪潜逃。	Negative	0.690587878227234	No	No	Male	Child
father	父亲	2002	NEWS	马芳云	F	XIN	大仲马1802年7月24日生于法国东北部埃纳省的维埃-科特莱,祖母是来自拉美的黑奴,父亲是共和派的一名将军。	Positive	0.826452255249023	No	Yes	Male	Parent
wife	妻子	2002	NEWS	葛素红	F	XIN	他说:“我今天最感激的人是我的妻子。	Positive	0.998507678508758	No	Yes	Female	Spouse
wife	妻子	2002	NEWS	葛素红	F	XIN	妻子说,我相信他的为人,夫妻就是要同甘共苦,不论他是怎么被感染的,我都不会在他最困难的时候离他而去。	Positive	0.542898416519165	No	Yes	Female	Spouse
wife	妻子	2002	NEWS	葛素红	F	XIN	那一年妻子一直陪着他,不断地开导他,并千方百计地给他做可口的饭菜,总是对他说:“有你在,我们就是一个家。	Negative	0.791402697563171	No	No	Female	Spouse
son	儿子	2002	NEWS	葛素红	F	XIN	没有了你,家就没有了,我和儿子也不会快乐。	Negative	0.988552451133728	No	No	Male	Child
girl	女孩	2002	NEWS	王娟	F	XIN	漂亮的藏族女孩出入于大小的精品店和美发厅,擦肩而过时也会带着淡淡的香水味。	Positive	0.998729526996612	No	Yes	Female	Not_Adult
mother	妈妈	2002	NEWS	顾瑞珍	F	XIN	电影《真情三人行》,短篇电视剧《公鸡打鸣,母鸡下蛋》,中篇电视剧《仰望昆仑》,长篇电视剧《永不放弃》、《女子特警队》,电视专题片《中华生育文化》、《巴渝男根图腾探秘》、《布依山寨太阳花》,广播剧《妈妈你说话》、《特殊故事》、《生命如此美丽》,广播专题节目《点亮西部明天的希望》、《守住自己才守得住家》13部作品荣获一等奖;电影《二十五个孩子一个爹》、《美丽的大脚》、《法官妈妈》等23部作品荣获二等奖;电影《一样的人》等32部作品荣获三等奖;广播专题节目《老外眼中的计划生育》等36部作品荣获优秀奖。	Positive	0.532230615615845	No	Yes	Female	Parent
brother	兄弟	2002	NEWS	白卫涛	M	XIN	同时,莱曼兄弟公司也调高了对英特尔公司的评级,美林公司则提高了对这家世界最大芯片制造商的业绩预测。	Positive	0.637904644012451	No	Yes	Male	Sibling
mother	母亲	2002	NEWS	王敬诚	M	XIN	大会在“我爱你中国--我的母亲,我的祖国”的歌声中结束。	Positive	0.989614725112915	No	Yes	Female	Parent
woman	女人	2002	NEWS	杨立民	M	XIN	根据巴西地理统计局3日公布的统计数字,2001年巴西人均寿命上升到68.9岁,比1980年增加6.2岁,其中男子人均寿命为65.1岁,妇女人均寿命为72.9岁,分别比1980年增加5.5岁和6.9岁。	Neutral	0.762226402759552	Yes	NA	Female	Adult
brother	兄弟	2002	NEWS	陈俊锋	M	XIN	阿塔贾诺娃说,在土库曼斯坦境内直接指挥袭击总统行动的是著名商人、“盖拉特”公司的总裁朱马耶夫、原土农业部第一副部长的同胞兄弟厄・厄克雷莫夫和土耳其人伊斯汉。	Positive	0.767591834068298	No	Yes	Male	Sibling
brother	兄弟	2002	NEWS	王洪起	M	XIN	该领事馆名誉领事比拉尔・库雷希是巴基斯坦前代总理莫因・库雷希的兄弟。	Positive	0.836594641208649	No	Yes	Male	Sibling
mother	母亲	2002	NEWS	饶雅洁	F	XIN	河北邢台李小荣准备给无业的母亲购买养老保险,他说:“现在投资保险,不管日后生意上有什么不测发生,都能保障老人的生活。	Positive	0.627483487129211	No	Yes	Female	Parent
brother	兄弟	2002	NEWS	许博渊	M	XIN	报道说,这两个牧民是兄弟俩,从2日开始就被围困在牧场里。	Negative	0.636861443519592	No	No	Male	Sibling
mother	妈妈	2002	NEWS	李南玲	F	XIN	该批奶粉由惠氏公司美国费蒙特工厂于2002年7月12日至9月25日期间生产,其中惠氏“爱儿乐妈妈”孕产妇配方奶粉48330罐,“爱儿素”婴儿豆基配方粉30240罐,涉及的批号为L28N、L29N30N,根据中国国家质检总局2002年第120号公告,上述产品可能含有坂岐氏肠杆菌。	Neutral	0.518769860267639	Yes	NA	Female	Parent
brother	兄弟	2002	NEWS	许博渊	M	XIN	报道说,这两个牧民是兄弟俩,从2日开始就被围困在牧场里。	Negative	0.636861443519592	No	No	Male	Sibling
sister	妹妹	2002	NEWS	熊昌义	M	XIN	柯棣华大夫的妹妹、印中友好协会的负责人和印中商会的负责人也在纪念会上讲了话,他们回顾了柯棣华大夫的经历和战斗历程,表示要为促进印中两国人民的相互了解和友谊作出贡献。	Positive	0.65898334980011	No	Yes	Female	Sibling
mother	母亲	2002	NEWS	顾震球	M	XIN	与此同时,艾滋病至少使1400万名15岁以下的儿童失去了父亲或母亲。	Negative	0.988271653652191	No	No	Female	Parent
father	父亲	2002	NEWS	顾震球	M	XIN	与此同时,艾滋病至少使1400万名15岁以下的儿童失去了父亲或母亲。	Negative	0.989526271820068	No	No	Male	Parent
mother	妈妈	2002	NEWS	侯耀其	M	XIN	婴儿的妈妈叫罗莎・玛丽娅・加哈尔多,新生儿是她的第四个孩子,她产前从未作过孕期检查。	Positive	0.716062664985657	No	Yes	Female	Parent
girl	女孩	2002	NEWS	张泽伟	M	XIN	然而,当世界上最成功的女孩玩具――芭比娃娃随时代更替先后变化着形式穿上了行政套装、成为宇航员、登上总统宝座的时候,中国的大熊猫玩具始终憨态可鞠、一成不变。	Positive	0.993354678153992	No	Yes	Female	Not_Adult
wife	妻子	2002	NEWS	熊昌义	M	XIN	另一名嫌疑分子是古鲁的妻子,她被裁定犯有包庇罪。	Negative	0.992754757404327	No	No	Female	Spouse
brother	兄弟	2002	NEWS	任海军	M	XIN	但科学家最新破译的老鼠基因组清楚地表明,人和老鼠在基因上的差别小得出乎意料,说这两者是“兄弟”都不为过。	Positive	0.751262784004211	No	Yes	Male	Sibling
brother	兄弟	2002	NEWS	白卫涛	M	XIN	这10大券商包括花旗银行集团属下的所罗门美邦公司、美林公司、瑞士信贷第一波士顿公司、高盛公司、摩根大通公司、摩根斯坦利公司、莱曼兄弟公司、贝尔・斯第恩斯公司、德意志银行、瑞士银行沃伯格公司。	Neutral	0.763487279415131	Yes	NA	Male	Sibling
daughter	女儿	2002	NEWS	杨忠毅	M	XIN	奥普莱说,两国将互换情报,联手打击恐怖主义活动,以及海盗和拐卖妇女儿童等跨国犯罪活动。	Negative	0.895398378372192	No	No	Female	Child
mother	妈妈	2002	NEWS	葛素红	F	XIN	沈阳市实验小学六年级学生范博文的妈妈告诉记者,他的孩子已连续贴敷两年,这两年间孩子的间歇性气管炎就再也没犯过。	Positive	0.743769943714142	No	Yes	Female	Parent
brother	兄弟	2002	NEWS	张加祥	M	XIN	越南人民为兄弟的中国人民取得的成就感到高兴,同时衷心祝愿中国人民在十六大精神指引下,在建设中国特色社会主义的道路上不断取得新的成就。	Positive	0.996393859386444	No	Yes	Male	Sibling
father	父亲	2002	NEWS	杨成明	M	XIN	他们是父亲安特・科斯特利奇、女儿亚尼察・科斯特利奇和儿子伊维察・科斯特利奇。	Positive	0.576448559761047	No	Yes	Male	Parent
daughter	女儿	2002	NEWS	杨成明	M	XIN	他们是父亲安特・科斯特利奇、女儿亚尼察・科斯特利奇和儿子伊维察・科斯特利奇。	Positive	0.69166499376297	No	Yes	Female	Child
son	儿子	2002	NEWS	杨成明	M	XIN	他们是父亲安特・科斯特利奇、女儿亚尼察・科斯特利奇和儿子伊维察・科斯特利奇。	Positive	0.506048679351807	No	Yes	Male	Child
daughter	女儿	2002	NEWS	杨成明	M	XIN	其中,安特・科斯特利奇是克罗地亚国家高山滑雪队主教练,女儿和儿子都是高山滑雪运动员。	Positive	0.971183359622955	No	Yes	Female	Child
son	儿子	2002	NEWS	杨成明	M	XIN	其中,安特・科斯特利奇是克罗地亚国家高山滑雪队主教练,女儿和儿子都是高山滑雪运动员。	Positive	0.857219099998474	No	Yes	Male	Child
mother	母亲	2002	NEWS	杨成明	M	XIN	“中国电影日”期间,还将放映《棒球少年》、《活着》、《嵩山逍遥谷》、《西洋镜》、《黄河绝恋》、《那山那人那狗》、《我的一九一九》和《我的父亲母亲》等8部中国故事片。	Positive	0.710030913352966	No	Yes	Female	Parent
father	父亲	2002	NEWS	杨成明	M	XIN	“中国电影日”期间,还将放映《棒球少年》、《活着》、《嵩山逍遥谷》、《西洋镜》、《黄河绝恋》、《那山那人那狗》、《我的一九一九》和《我的父亲母亲》等8部中国故事片。	Positive	0.946104049682617	No	Yes	Male	Parent
daughter	女儿	2002	NEWS	贾文军	M	XIN	曹熏铉育有二女一子,两个女儿在上高中,儿子正在服兵役。	Positive	0.97211343050003	No	Yes	Female	Child
son	儿子	2002	NEWS	贾文军	M	XIN	曹熏铉育有二女一子,两个女儿在上高中,儿子正在服兵役。	Neutral	0.866455435752869	Yes	NA	Male	Child
son	儿子	2002	NEWS	贾文军	M	XIN	记者问到儿子有没有继承他的围棋事业时,曹熏铉无奈地说,他的儿子基本上不懂围棋,小时候也曾教过他,可是他却没有兴趣,因此也不能勉强。	Neutral	0.648630142211914	Yes	NA	Male	Child
son	儿子	2002	NEWS	白景山	M	XIN	房主当场死亡,房主的儿子受伤。	Negative	0.990040481090546	No	No	Male	Child
girl	女孩	2002	NEWS	杜振丰	M	XIN	另据报道,警方宣布,在受伤的人员中,一个年仅10岁的女孩27日不幸身亡,使得事件死亡人数增加到4名。	Negative	0.996269583702087	No	No	Female	Not_Adult
mother	母亲	2002	NEWS	卢苏燕	F	XIN	法国国家健康与医学研究所遗传学专家阿克塞尔・卡恩从科学的角度分析说,雷尔教派宣称第一个克隆婴儿已经出世的消息缺少证据,只有在对所谓“克隆婴儿”和其克隆母亲进行严格的基因图谱比较,并确定完全一致后才能证实克隆婴儿出生消息的准确性。	Neutral	0.703759610652924	Yes	NA	Female	Parent
father	父亲	2002	NEWS	李珍玉	F	XIN	上世纪二三十年代,大批浙江青年到欧洲各地奋斗创业,其中也包括了周松波的父亲、伯父等许多家族成员。	Neutral	0.669505298137665	Yes	NA	Male	Parent
father	父亲	2002	NEWS	李珍玉	F	XIN	”周松波的父亲周王汉,作为欧洲青田同乡会会长、欧洲华人华侨联合会总执行副主席,每年都要多次组织中德之间的商贸考察,为双方的投资交流牵线搭桥。	Positive	0.916817128658295	No	Yes	Male	Parent
brother	兄弟	2003	NEWS	张加祥	M	XIN	中国驻越南大使齐建国发表讲话指出,此次中国“健康快车”首次跨出国门就到友好邻邦越南工作,充分体现了中国人民对兄弟的越南人民的深厚情谊,也是两国睦邻友好合作关系的具体体现。	Positive	0.97787195444107	No	Yes	Male	Sibling
daughter	女儿	2003	NEWS	张建松	M	XIN	杨女士出身医药世家,和女儿一起来参展。	Positive	0.878241419792175	No	Yes	Female	Child
mother	母亲	2003	NEWS	王艳红	F	XIN	两百万年前的冰河期,直立人从非洲大地上站起来时,触发人类大进化的可能并不是男性狩猎者,而是采集植物果实、照顾孩子的母亲和祖母们。	Positive	0.985503971576691	No	Yes	Female	Parent
woman	女人	2003	NEWS	张建松	M	XIN	远古时代居住在这里的邹族部落,男人狩猎,女人耕织,先人过世后,就将他们的遗体蹲葬在屋内,以求生生世世都是一家人。	Neutral	0.626790940761566	Yes	NA	Female	Adult
man	男人	2003	NEWS	张建松	M	XIN	远古时代居住在这里的邹族部落,男人狩猎,女人耕织,先人过世后,就将他们的遗体蹲葬在屋内,以求生生世世都是一家人。	Neutral	0.745817482471466	Yes	NA	Male	Adult
wife	妻子	2003	NEWS	陆大生	M	XIN	警方说,这4名歹徒于7日晚上潜入该行长家中,将行长及其妻子、两个孩子和岳父母捆绑起来并关在地下室一夜。	Negative	0.826004147529602	No	No	Female	Spouse
father-in-law	岳父	2003	NEWS	陆大生	M	XIN	警方说,这4名歹徒于7日晚上潜入该行长家中,将行长及其妻子、两个孩子和岳父母捆绑起来并关在地下室一夜。	Negative	0.675391435623169	No	No	Male	Parent_In_Law
wife	妻子	2003	NEWS	陆大生	M	XIN	次日早晨,其中1名歹徒继续看管行长的妻子和孩子,另3名歹徒挟持行长及其岳父母,驾驶行长的汽车前往银行,并一一制服银行工作人员,打开存款箱和自动取款机,窃取了价值数十万瑞郎的多种货币后逃之夭夭。	Neutral	0.984560132026672	Yes	NA	Female	Spouse
father-in-law	岳父	2003	NEWS	陆大生	M	XIN	次日早晨,其中1名歹徒继续看管行长的妻子和孩子,另3名歹徒挟持行长及其岳父母,驾驶行长的汽车前往银行,并一一制服银行工作人员,打开存款箱和自动取款机,窃取了价值数十万瑞郎的多种货币后逃之夭夭。	Neutral	0.735560536384583	Yes	NA	Male	Parent_In_Law
sister	姐姐	2003	NEWS	何德功	M	XIN	据《读卖新闻》报道,在人体实验中,研究人员观测到,一位具有这种变异基因的女性骑自行车上坡10分钟后,每分钟呼吸次数为20次,与运动前没什么两样,而她基因正常的姐姐做同样的运动后,感到喘不过气来,呼吸频率则上升到每分钟35次。	Negative	0.880369782447815	No	No	Female	Sibling
girl	女孩子	2003	NEWS	韩建军	M	XIN	高桥尚子说,作为一个女孩子,她也喜欢苗条修长的体型,但作为一个马拉松运动员,她必须把精力放在高强度耐力训练上,不能太在意保持体型。	Positive	0.98806482553482	No	Yes	Female	Not_Adult
brother	兄弟	2003	NEWS	白卫涛	M	XIN	不过,由于莱曼兄弟公司等经纪商对英特尔等芯片生产企业作出正面评价,科技类股票大多上涨,带动纳斯达克指数继续攀升,华尔街股市其它股指在略呈波动后,多以微幅上升收市。	Positive	0.763206303119659	No	Yes	Male	Sibling
wife	妻子	2003	NEWS	陆大生	M	XIN	1月7日晚,4名蒙面武装歹徒潜入瑞士信贷银行尼翁市分行行长家中,将行长及其妻子、两个孩子和岳父母捆绑起来并关在地下室一夜。	Negative	0.908869564533234	No	No	Female	Spouse
father-in-law	岳父	2003	NEWS	陆大生	M	XIN	1月7日晚,4名蒙面武装歹徒潜入瑞士信贷银行尼翁市分行行长家中,将行长及其妻子、两个孩子和岳父母捆绑起来并关在地下室一夜。	Negative	0.742780268192291	No	No	Male	Parent_In_Law
wife	妻子	2003	NEWS	陆大生	M	XIN	次日凌晨,一名歹徒继续看管行长的妻子和孩子,另3人挟持行长及其岳父母,驾驶行长的汽车前往银行内藏身,并一一制服来上班的10名职工,打开存款箱和自动取款机,窃取了价值数十万瑞士法郎的多种货币后逃逸。	Neutral	0.781470417976379	Yes	NA	Female	Spouse
father-in-law	岳父	2003	NEWS	陆大生	M	XIN	次日凌晨,一名歹徒继续看管行长的妻子和孩子,另3人挟持行长及其岳父母,驾驶行长的汽车前往银行内藏身,并一一制服来上班的10名职工,打开存款箱和自动取款机,窃取了价值数十万瑞士法郎的多种货币后逃逸。	Negative	0.704381048679352	No	No	Male	Parent_In_Law
girl	女孩	2003	NEWS	张建松	M	XIN	一位罹患罕见的家族性粒腺体心肌病的台湾小女孩何佳盈,同时牵动了两岸同胞的心。	Positive	0.951995551586151	No	Yes	Female	Not_Adult
brother	哥哥	2003	NEWS	张建松	M	XIN	小佳盈的两个哥哥都患有罕见的家族性粒腺体心肌病。	Positive	0.555290400981903	No	Yes	Male	Sibling
brother	哥哥	2003	NEWS	张建松	M	XIN	小佳盈的大哥哥因为等候不到合适的心脏供体进行器官移植,在9岁的时候已经离开了他们。	Negative	0.95635724067688	No	No	Male	Sibling
brother	哥哥	2003	NEWS	张建松	M	XIN	而小哥哥则幸运地获得了一颗脑死病人所捐赠的心脏,成功地进行了移植手术,因而获得了新生。	Positive	0.921673655509949	No	Yes	Male	Sibling
mother	母亲	2003	NEWS	冯昌勇	M	XIN	1993年4月6日,人们在四川宝兴蜂桶寨自然保护区野外发现了这只与母亲走散的幼仔,当时,“高高”满身是伤,体弱多病。	Negative	0.925564050674438	No	No	Female	Parent
husband	丈夫	2003	NEWS	冯昌勇	M	XIN	“白云”和它的前任丈夫“石石”是1996年9月根据中美双方达成的一项为期12年的租借协议来到圣迭戈动物园的,同时为中美联合开展对濒危物种大熊猫的繁殖和行为提供研究对象。	Neutral	0.780329585075378	Yes	NA	Male	Spouse
